"Name","Category","Author","Description","Rating","Num of Reviews","ASIN","Application ID","Release Date","Invocation Name","Example Interaction 1","Example Interaction 2","Example Interaction 3","Privacy Policy","Terms of Use","In-App Purchasing"
"Jack's Trivia","Entertainment","CentralScience","Amaze your friends! Astound your family! Annoy your pets with Jack's Trivia! Sharpen your trivia skills and compete to win with your friends.",0,0,"B01DJC8RZA","amzn1.echo-sdk-ams.app.4e7d74b1-5808-4f00-9c36-61f2c484943f","2016-03-28 09:47:22","jack's trivia","Alexa, open jack's trivia","the answer is one","three is my answer","","","No"
"JavaScript Quiz","Education","Coops","Are you a javascript master? Or just learning and practicing? \nTest your skills with JavaScript Quiz!",0,0,"B01B5EHA4I","amzn1.echo-sdk-ams.app.05b22e33-4166-4735-a790-7c65bff2275a","2016-01-27 19:06:37","javascript quiz","Alexa, Launch JavaScript Quiz","Repeat","Help","","","No"
"Jazz Trivia","Games","Dart","Answer multiple-choice questions to test your knowledge of famous jazz musicians, songs, and history.\n\nNew questions added all the time!",0,0,"B01C7XTYR2","amzn1.echo-sdk-ams.app.a8ea23d9-01b5-4d43-80ef-65a6d17c4d8d","2016-02-25 18:22:49","jazz trivia","Alexa, start Jazz Trivia","Alexa, play Jazz Trivia","Alexa, open Jazz Trivia","","","No"
"Jeopardy! J6","Games","Sony Pictures Television","Did you know that every Jeopardy! category has an “extra” 6th clue? Now, you can play those clues in the new J6 game on Echo! With a single voice command, test your trivia knowledge with new daily clues written by the show’s official writers. Step up to the podium and get ready for a wide range of categories including sports, pop culture, travel, world history and much more. Get the “true” Jeopardy! experience now as you shout out answers just like contestants in the show!\n \nCelebrate over 30 seasons of America’s Favorite Quiz Show®—install the skill and play today!\n \n*PLEASE NOTE: If you have issues, questions, or comments please email us at gamesupport@spe.sony.com. We want to hear directly from you!",2.4,111,"B019G0M2WS","amzn1.echo-sdk-ams.app.6d474311-b5aa-4f47-a97b-1036bc3e1954","2015-12-16 13:56:21","jeopardy","Alexa, Play Jeopardy!","What is...","I don't know!","http://www.sonypictures.com/corp/privacy.html","http://www.sonypictures.com/corp/tos.html","No"
"Jim Rockford's Answering Machine","Entertainment","TexasGovernor.org","The 1970's television detective, Jim Rockford, had an advanced device on his desk (for the time) that would record messages from people calling his office while he was away. Every episode of the Rockford Files began with a different message recorded on Jim Rockford's answering machine.\n\nThe Amazon Alexa is also an advanced device which people talk to and Alexa delivers responses to their queries. In this way, Alexa could be described as an ""Answering Machine."" \n\nJim Rockford's bulking answering machine represented an automation technology that television viewers in 1974 hadn't considered to be accessible to the private individual. The subtle irony was that this fantastic machine's potential was being squandered with having to accurately dictate the ridiculous ramblings of Angel and Rockford's other colorful associates.\n\nWith the ""Jim Rockford Answering Machine"" Alexa skill, you can likewise squander the magnificent potential of your ""Answering Machine"" by conscripting Alexa to read transcriptions from it's ancestor on Jim Rockford's desk. \n\nTo use, just say, ""Ask Jim Rockford's Answering Machine to read a message.""",3,2,"B01D26NANC","amzn1.echo-sdk-ams.app.0b6e6187-82c6-4a0b-938c-17d25f4da64b","2016-03-16 17:18:58","jim rockford's answering machine","Alexa, Ask Jim Rockford's Answering Machine to read a message","Alexa, Ask Jim Rockford's Answering Machine to play a message","Alexa, Ask Jim Rockford's Answering Machine to read messages","","","No"
"Jokes++: Computer Science Jokes","Entertainment","Patrick Mollohan","This skill is meant to add computer science-related jokes to Alexa's nerdbank. There are currently 51 possible jokes, with more on the horizon. Jokes++ will also expand out into other nerdy categories, such as movies, television shows, and comic books.",2.5,2,"B01C3DHATA","amzn1.echo-sdk-ams.app.9a9b2ebd-b4ef-496b-a42e-01c2e4079cfd","2016-02-22 15:02:21","jokes plus plus","Alexa, ask Jokes Plus Plus for a computer science joke.","Alexa, ask Jokes Plus Plus to tell me a joke.","Alexa, tell Jokes Plus Plus to give me a good programming joke.","","","No"
"KCRW On Air","Music","MTVG","This skill retrieves some information on KCRW.com to give you the current program or track currently playing on KCRW radio.",0,0,"B01AYL0KUY","amzn1.echo-sdk-ams.app.6be6e402-a417-42d6-aa4b-6efba32d31a6","2016-01-22 15:15:22","k. c. r. w.","Alexa, ask KCRW what's playing","","","","","No"
"Key Finder","Utilities","Andres","Key Finder is a personal assistant that will help you remind where you last left your key. The app is very simple and hassle-free. \n\nSimply start by saying ""Alexa, launch Key Finder"" and Alexa will guide you through the rest.\n\nSay ""stop"" or ""cancel"" to exit.",1,2,"B01E31EICW","amzn1.echo-sdk-ams.app.a7cd8c09-3ea3-4d5a-ae6c-1e9fa99c056b","2016-04-18 05:03:19","key finder","Alexa, launch Key Finder","my key is found in the kitchen","where is my key","","","No"
"KidsMD","Health-and-Fitness","Boston Children's Hospital","The skill allows a user to seek general health information for common ailments and medication dosing from Boston Children's Hospital.\n\nA user can seek information on medication dosing or common symptoms by interacting with Alexa and providing basic information about themselves. The person's details are never stored. It is powered by Thermia.io, a Boston Children's Hospital research product.\n\nThe skill provides general guidelines and is intended for informational and educational purposes only. It is not a substitute for professional medical advice, diagnosis or treatment. This skill does not provide individual medical advice. Call your doctor to receive medical advice. If you think you may have a medical emergency, immediately call your doctor or dial 911.",3.6,9,"B01E3F0AUC","amzn1.echo-sdk-ams.app.3f5f7bd8-5b9d-40e7-8463-eef44329e29d","2016-04-11 10:02:30","kids m. d.","Alexa, ask Kids M.D.","Alexa, ask Kids M.D. about dosing","Alexa, ask Kids M.D. about fever","http://thermia.io/about/","http://thermia.io/about/","No"
"King Of Pop Trivia","Games","James Co","Think you know all things Michael Jackson ? Take this challenge that tests your Michael Jackson knowledge from realm of film, music and TV.",0,0,"B01DEFZQUG","amzn1.echo-sdk-ams.app.172102eb-8a64-4961-b736-31d9cb691bce","2016-03-24 19:30:15","king of pop","Alexa, Launch King Of Pop","Help","Repeat","","","No"
"Knock Knock Jokes","Games","TsaTsaTzu","Knock, knock! Who's there? Only the best collection of knock-knock jokes for the Amazon Echo! Upgrade the humor function of your Echo today and keep your family entertained for hours. Newly upgraded with tons more jokes and great features.",1.5,35,"B017OBL60U","amzn1.echo-sdk-ams.app.d16e6ade-ebd2-493a-b37a-7b7b2425bd66","2015-11-06 14:10:29","knock knock","Alexa, ask knock knock.","Alexa, open knock knock.","Alexa, play knock knock.","http://ocean-of-storms.com/tsatsatzu/legal/kk_privacy.htm","http://ocean-of-storms.com/tsatsatzu/legal/kk_terms.htm","No"
"Know Your Country","Games","anip mehta","Start this game by simply saying ""Alexa ask k.y.c""\nSay ""i don't know"", if you don't know the answer of the question.\nSay ""skip"", to skip the questions or to jump to other question without answering it.\nSay ""exit"", to exit the game at any point of time.\nIt will ask you 10 questions which consists 4 multiple choices of which only 1 is correct.\nAt the end of game it will give you the score .",0,0,"B01DL8L3EY","amzn1.echo-sdk-ams.app.deff8821-fb75-4acb-a79b-1c84d0de276c","2016-03-31 14:02:27","k. y. c.","Alexa ask k.y.c","skip","i don't know","","","No"
"Korean Facts","Reference","Strum Studios","Korean Facts is useful to those who want to learn about Korea.  Whether you're studying or working abroad, interested in the culture, or preparing for upcoming travel, Korean Facts helps give you some facts that can help prepare you or amaze your friends with how knowledgeable you are!\n\nThanks to the Korean Wiki Project for the logo!  Visit them at koreanwikiproject.com",5,1,"B01DE6TMSC","amzn1.echo-sdk-ams.app.24aa372a-77a2-40e4-8286-4d555b747a9b","2016-03-24 14:29:42","korean facts","Alexa, ask Korean Facts for a fact","Alexa, ask Korean Facts how old am I in Korea","Alexa, start Korean Facts","","","No"
"Korean Weather","News","Chansung","Getting Korean Local Weather Information.\n\nCurrently Supported Cities are\n- Seoul\n- Sejong\n- Daejeon\n- Busan",0,0,"B01DP23CEU","amzn1.echo-sdk-ams.app.a768ab0c-3612-412d-80a4-473bb8da19e9","2016-05-04 08:08:28","korean weather","Alexa, ask Korean Weather for Seoul","Alexa, ask Korean Weather what's the weather like in Seoul","Alexa, ask Korean Weather for Sejong","","","No"
"L Train","Travel","Nick Mercer","Ask Alexa when the next train is coming to your NYC MTA L train stop, and listen to the current L train status. This app is simply for asking Alexa when the next L train is coming in a particular direction. For example, if you commute to work or school from Brooklyn to Manhattan everyday, Alexa will always be prepared to tell you when the next train is coming, and if there is any service changes you need to know about. After Alexa has guided you through the basic setup, you will get the next two trains that are on their way.\n\nYour first time using The L Train, you will be walked through setting up your first train stop, and the direction on the train you regularly travel. If this is your first time using The L Train, you can just ask the L train when its coming by saying ""Alexa, ask the L Train when it's coming"". Alexa will than ask you for the L train station you use the most.  Example stations are; Jefferson Street, 3rd Avenue or Lorimer Street. After your station is recognized, Alexa will ask you for what direction you regularly travel. Example directions are; Towards Manhattan, Towards Brooklyn, West, East, Canarsie or To Eight Ave. Once we have all your settings, whenever you ask The L Train when its coming, you will get precise times to help you schedule your departure. \n\nIf you would like to reset your settings, you can simply say ""Alexa, ask The L train to reset settings"". This will walk you through the startup process. If you fail to complete the startup process, you will be prompted to complete it on next use.\n\nOnce you are all setup, you can always just say ""Alexa ask the L Train"" or ""Alexa open the L Train"", or even ""Alexa run the L Train"" to get your train times in the fastest way possible. But you an always use more complete phrasing like, ""Alexa, ask the L Train when it's coming?"".\n\nThis skill works for every L train stop in New York City, including Brooklyn and Queens.",4.5,6,"B019YQ846M","amzn1.echo-sdk-ams.app.90c30b6a-6ff7-499c-be12-86a8516cea8b","2015-12-29 18:40:51","the l train","Alexa, ask the L Train when it's coming?","Alexa, open the L Train.","Alexa, ask the L Train to reset settings.","http://nmercer.github.io/TheLTrainPrivacyPolicy/","","No"
"Langone Retreat","Utilities","Longboard 8","The Langone Retreat Information Alexa Skill provides you with information about the retreat.  Simply say ""Alexa, Ask Langone Retreat what should I bring? "" and you'll be provided with an answer.",0,0,"B01DOW1MAC","amzn1.echo-sdk-ams.app.f3169acc-8bfa-4ddb-bb4c-4d127a5d74e9","2016-04-19 09:32:43","langone retreat","Alexa, Ask Langone Retreat what should I bring?","Alexa, Ask Langone Retreat where is the retreat?","Alexa, Ask Langone Retreat when is the retreat?","","","No"
"Language Fun","Education","ziembla","Natural language processing fun - as for now, computes ""distance"" between words in terms of character insertions and deletions required to change one into the other.\nNo prerequisites to set up, just ask about the distance from one word to another.",0,0,"B01DD95W98","amzn1.echo-sdk-ams.app.85dede7b-62f5-4f60-bb39-58ad5715ce3c","2016-03-24 01:07:36","language fun","Alexa, ask Language Fun about the edit distance between words dog and frog.","What is the distance between spoon and fork?","Are tower and flower alike?","","","No"
"Laugh Box","Entertainment","Markley Enterprises LLC","Laugh box will enable you to play different types of laughter as well as get their definitions. You should end up laughing along with the laughter you hear. Laughing along will decrease your stress, increases pleasure, and really is the best medicine. The more you use this app, the better you will feel.\n\nAll you need to do to get started is to ask Alexa to ""Open Laugh Box."" When it starts, it will play a random laugh for you. After any laugh ends, you can ask Alexa for a type of laugh or to define a laugh. Try ""play me a baby laugh"" or ""what is a sinister laugh."" You can also use say ""more"" after any laugh to hear more of the same type of laugh.",2.5,5,"B01A04863S","amzn1.echo-sdk-ams.app.119e6e72-2935-4f25-9a2d-95c087537126","2015-12-30 17:10:40","laugh box","Alexa, open laugh box","Alexa, ask laugh box for a baby laugh","Alexa, ask laugh box what a sinister laugh is","http://www.joiney.com/privacy.html","http://www.joiney.com/terms.html","No"
